Song_ID,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Mood
2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,Slipknot,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,147840,4,anger
5RJWVg8YZnroc6ys22Axka,A Warrior's Call,Volbeat,0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,263080,3,anger
25CbtOzU8Pn17SAaXFjIR3,Take The Power Back,Rage Against The Machine,0.62,0.912,1,-4.011,1,0.221,0.0728,7.15e-05,0.249,0.291,106.236,336440,4,anger
42ZVk59gT4tMlrZmd8Ijxf,Indestructible,Disturbed,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,278027,4,anger
6KAfvHClF1PVI9vwvydak4,Shepherd of Fire,Avenged Sevenfold,0.568,0.93,2,-5.438,1,0.0615,0.000346,0.0571,0.101,0.184,127.925,323160,4,anger
44NRdYQw7P0GWuiunRv3hr,I Stand Alone,Godsmack,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040,4,anger
1bdXMstfxFWYSkEFTnJMoN,Enter Sandman,Metallica,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4,anger
7v0mtl6oInUtHOmTk2b0gC,Rope,Foo Fighters,0.507,0.728,11,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,259027,4,anger
0kUBk3PnCat4oPvTlNsStp,One,Metallica,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3,anger
1tk7WJcqJ8BPfsanK7HuK4,What You Want,Evanescence,0.564,0.93,11,-2.655,0,0.0789,0.00527,0.0,0.129,0.529,122.003,221360,4,anger
7oL13WHjhUFhVq9POP7qfC,Say You'll Haunt Me,Stone Sour,0.559,0.868,11,-4.738,0,0.0475,1.2e-05,0.00394,0.0418,0.684,140.021,264373,4,anger
76Je5Wklky23mVoxiRszcN,Walk,Foo Fighters,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,255960,4,anger
6ZU9RJIZ0fNaFuQM57bDIA,Bombtrack,Rage Against The Machine,0.478,0.855,4,-7.438,0,0.121,0.0134,3.18e-05,0.179,0.668,151.93,243760,4,anger
2UREu1Y8CO4jXkbvqAtP7g,Monster,Skillet,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,178013,4,anger
1SDl9wY1MqbpJQW0yKEWxL,Enemies,Shinedown,0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,188093,4,anger
0dnx2LK0rnPTACGzbLc1Jx,Mz. Hyde,Halestorm,0.558,0.929,2,-3.618,1,0.0638,0.00094,0.000248,0.389,0.502,137.868,202307,4,anger
3Akw1yw6W6bQ7GXB0FCoe5,Freak Like Me,Halestorm,0.524,0.958,2,-3.477,1,0.0566,0.000902,0.000227,0.152,0.427,130.0,218267,4,anger
40rvBMQizxkIqnjPdEWY1v,Down with the Sickness,Disturbed,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213,4,anger
6efSwlK3LOlWOeKK9xlUKF,Jekyll and Hyde,Five Finger Death Punch,0.537,0.964,9,-4.157,1,0.113,0.000599,1.14e-05,0.0564,0.712,155.017,206903,4,anger
4UEo1b0wWrtHMC8bVqPiH8,Nightmare,Avenged Sevenfold,0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,374453,4,anger
0W9Xvd4Qx1aZPxEi94vgRY,Sound of Madness,Shinedown,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987,4,anger
1znGxpojJSjxZZEWA5zWva,Still Counting,Volbeat,0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.423,0.322,103.891,261813,4,anger
56OORedNjFtHSG30bo6QCo,Influence of a Drowsy God,Stone Sour,0.3,0.983,3,-5.271,0,0.228,0.000243,0.000654,0.116,0.152,125.983,269280,4,anger
5RVkQdjznbxQLeFr5Woxws,30/30-150,Stone Sour,0.512,0.919,4,-4.581,1,0.0894,4.03e-05,0.000629,0.0899,0.602,163.035,258067,4,anger
3Gua8OnQuwUWFVV53rqtiX,Hell & Consequences,Stone Sour,0.355,0.93,11,-3.398,0,0.0624,1.77e-06,0.00512,0.0829,0.375,84.399,211320,4,anger
53nLffwVQteGpgYYU4IscR,Come What(ever) May,Stone Sour,0.539,0.95,1,-3.687,0,0.0507,1.49e-05,0.0,0.107,0.59,142.996,219787,4,anger
2JJKQgDYund4K8pt70jcLk,RU486,Stone Sour,0.539,0.969,1,-4.445,1,0.172,0.000216,0.0177,0.0441,0.461,166.996,262013,4,anger
7zwNK5ocOAGlHtcQliLG3P,My Name Is Allen,Stone Sour,0.605,0.977,4,-3.567,1,0.108,2.38e-05,0.168,0.294,0.502,130.013,258387,4,anger
7c3DfsUMhDTnf2JewbfU8w,Gone Sovereign,Stone Sour,0.521,0.992,6,-4.203,1,0.144,0.000134,0.027,0.122,0.166,136.023,243267,4,anger
5hGijWiJRedcgP9I3xdD6q,Last of the Real,Stone Sour,0.648,0.987,3,-3.472,0,0.115,0.00015,0.000906,0.0771,0.345,115.999,181013,4,anger
7CpbhqKUedOIrcvc94p60Y,Bodies,Drowning Pool,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,201960,4,anger
0m9xl23pyUMGrxwP1YdSe2,Taipei Person / Allah Tea,Stone Sour,0.311,0.983,8,-4.645,1,0.115,0.00134,0.000837,0.148,0.177,167.394,316920,4,anger
7osayeDbjJBTlJoHoO2f2s,Black John,Stone Sour,0.59,0.98,6,-4.915,0,0.156,0.000103,0.0446,0.132,0.137,114.035,242813,4,anger
4Ma6fKktonx1Tu7Lzljcz5,Do Me a Favor,Stone Sour,0.509,0.981,3,-4.428,0,0.141,0.000481,0.00508,0.145,0.242,140.02,224427,4,anger
3GUDcoI8YXplwIjMcmyT0F,The House of Gold & Bones,Stone Sour,0.474,0.996,6,-3.579,1,0.104,1.48e-05,0.018,0.368,0.253,145.037,283053,4,anger
1affmqYEiocPZE44XCitpo,Your God,Stone Sour,0.456,0.898,1,-4.672,0,0.0535,1.96e-05,0.356,0.211,0.191,103.75,284733,4,anger
25eqRfzVSLLd0mLqYJlzSG,Reborn,Stone Sour,0.519,0.973,6,-3.883,1,0.0857,6.55e-06,0.013,0.154,0.498,93.63,195320,4,anger
1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4,anger
6lvtWK82l7aQmIGbC1yJfY,Dot Your Eyes,Five Finger Death Punch,0.531,0.995,2,-3.429,1,0.107,0.000533,0.0,0.0599,0.363,148.0,195091,4,anger
72GH838JaxrCA8IFcXqgXm,Fabuless,Stone Sour,0.429,0.995,1,-4.353,0,0.139,0.00301,9.46e-05,0.321,0.183,158.355,240707,4,anger
5frNnyWkKzKdiKPLhkdY9L,Vendetta,Slipknot,0.338,0.974,2,-2.426,1,0.0648,0.00017,0.00104,0.0271,0.459,135.472,315507,4,anger
2093eVNfimjmNjU1gk1ES7,Unsainted,Slipknot,0.427,0.944,7,-2.885,1,0.0565,0.000197,0.0159,0.0625,0.248,101.078,260276,4,anger
0I06mThkuprDILZBWBop5m,Misery,Mountain Eye,0.463,0.918,5,-4.115,0,0.0562,0.000522,2.87e-06,0.402,0.0955,94.98,298000,4,anger
7eRG7KNDIgjIk3nvykmhOT,Dead Memories,Slipknot,0.547,0.963,4,-2.337,0,0.0744,0.000443,0.0251,0.353,0.441,130.061,268587,4,anger
7ixYgkcd8aptv5bBAmQXYF,Lightbringer,Pentakill,0.336,0.92,4,-5.872,1,0.0983,0.000101,0.0145,0.111,0.285,160.23,296160,4,anger
1GTPxha6U7x9ElVxkQw3OK,Firestarter,The Prodigy,0.534,0.946,11,-5.167,1,0.0793,0.00339,0.442,0.164,0.379,141.517,279800,4,anger
2J8jdenoxkPXs44G9xcncc,Of Wolf And Man,Metallica,0.626,0.749,5,-7.746,1,0.0356,0.00106,0.0338,0.114,0.493,121.776,256533,4,anger
5YnNWHKCJaJKwbagXDb5Uf,War Machine,AC/DC,0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,189787,4,anger
3XFaGEb6daqdj39ThpJ2XI,Critical Darling,Slipknot,0.297,0.952,9,-3.674,0,0.0913,0.000683,0.00643,0.239,0.0721,137.676,385818,4,anger
5KVISJL93AgXcQG0WRJ3Gq,Cold,Korn,0.408,0.92,2,-3.082,1,0.141,0.00197,0.00106,0.0751,0.337,101.44,225732,3,anger
4xoI8PV7UP7I8kJ2vWOwJW,Feel Good Inc. (Metal Cover),Leo,0.629,0.941,0,-4.722,1,0.19,0.0172,0.0,0.192,0.662,75.03,244071,4,anger
0i8JFpqe9cKwnrcvoNgl1L,Feel Invincible,Skillet,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,229933,4,anger
6VpUZlL6wGaVm98gGUs8Qq,All Nightmare Long,Metallica,0.271,0.985,9,-0.805,1,0.123,0.000568,0.00112,0.0809,0.354,182.981,477013,4,anger
1Bw7kDeY4ZPfUo5UY18tOO,Reckoning Day - Remastered 2004,Megadeth,0.567,0.94,8,-5.364,0,0.0716,3.82e-05,0.0888,0.15,0.431,120.321,274533,4,anger
0ffz9KBdCb7oJkSK0W7bbf,Beelzeboss (The Final Showdown),Tenacious D,0.47,0.877,2,-3.74,1,0.208,0.0149,1.35e-06,0.171,0.433,130.709,335800,4,anger
7I6p0xNYahHpUUXj785URX,Birth Of The Cruel,Slipknot,0.432,0.953,11,-4.469,0,0.0821,0.000147,0.138,0.129,0.481,148.189,275839,4,anger
56fiFTRrSiHHH3gBeaTg2P,Nero Forte,Slipknot,0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,315177,4,anger
6xXlurslWqFuyqTCBlErzX,Awake,Godsmack,0.395,0.756,7,-4.12,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,304373,4,anger
4VwPsMcRt1HPVKIdcwY9Uj,Outshined - Remastered,Soundgarden,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,311000,4,anger
6FUwPb4mGlUDbx42uspXaZ,Fuel,Metallica,0.49,0.951,1,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,269800,4,anger
0QV3swr7L8MZr72lL2izV1,Hardwired,Metallica,0.128,0.991,11,-3.289,1,0.0582,1.11e-05,0.00362,0.219,0.53,186.124,189347,4,anger
2lEnc7uc39Lwrredr63OPc,Asylum,Vended,0.373,0.964,5,-4.151,1,0.132,0.00131,0.000164,0.325,0.308,140.046,172232,4,anger
0AOmbw8AwDnwXhHC3OhdVB,Courtesy Call,Thousand Foot Krutch,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,236898,4,anger
1eadPrzB2P0ikQcqhKSAtv,Zombie,Bad Wolves,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,254805,4,anger
31AstxMAthaDAbOuYC5gTn,"Atlas, Rise!",Metallica,0.416,0.994,4,-3.354,0,0.0609,2.93e-05,0.0299,0.0704,0.434,95.205,388625,4,anger
3e7wv9TChjWrnXHrk5NyBU,All Nightmare Long,Metallica,0.268,0.974,9,-2.948,1,0.114,0.00067,0.00106,0.0772,0.342,182.095,477027,4,anger
2bhCMwWGqdKGzUHP6LkzKs,"Ronnie Rising Medley (Includes A Light In The Black, Tarot Woman, Stargazer & Kill The King)",Metallica,0.301,0.947,1,-3.799,1,0.0772,2.49e-05,0.000119,0.047,0.351,129.859,544120,4,anger
2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,Metallica,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387,4,anger
2dXsILW8gzkosqleHAvl0v,For Whom The Bell Tolls - Remastered,Metallica,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,309973,4,anger
6F5RvdxWcLOJW7LAGuc24r,Moth Into Flame,Metallica,0.163,0.977,4,-3.585,0,0.0591,3.64e-05,0.0052,0.0555,0.369,178.44,350644,4,anger
2COf35miqW9pzhojhEPnxK,Dream No More,Metallica,0.509,0.944,7,-3.698,1,0.0577,6.26e-05,0.00404,0.0629,0.299,97.505,389598,4,anger
1PhLYngBKbeDtdmDzCg3Pb,Sad But True,Metallica,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,323933,4,anger
0QfZ8OHFnFzLe66iFBww2U,Lux Æterna,Metallica,0.418,0.995,11,-2.974,0,0.0804,1.4e-05,0.0005,0.132,0.243,130.493,205680,4,anger
3pYKJaLiixRcDFfcNhxZKK,The Metal,Tenacious D,0.623,0.938,0,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022,165960,4,anger
3X0K6fII7VIwL1URPrp8Ko,Ich will,Rammstein,0.648,0.896,2,-4.254,1,0.041,0.00138,0.000819,0.0879,0.468,128.115,217107,4,anger
0dwoX2gsjlRNa3rS40KFhQ,Screaming Suicide,Metallica,0.419,0.973,4,-3.481,0,0.0467,2.83e-05,0.0183,0.262,0.295,100.979,330453,4,anger
5iHkCqQsOafegfMl9r7EqA,Lux Æterna,Metallica,0.412,0.996,11,-2.969,0,0.0695,1.03e-05,0.000584,0.137,0.232,130.493,205680,4,anger
2uqCJn5VFTf3sZEDJZvvX0,MORE,The Warning,0.642,0.718,1,-5.029,1,0.0436,0.00245,2.74e-05,0.0551,0.883,115.01,187699,4,anger
60OmSOcyo4WiambmYMLKZE,Mercy,Stone Sour,0.474,0.988,11,-4.662,1,0.0929,0.000139,0.000571,0.247,0.376,143.182,203907,4,anger
5OLcsBO28uWHMzS0EEeZNp,Little Girl Gone,CHINCHILLA,0.706,0.675,1,-6.351,0,0.237,0.177,0.0,0.0852,0.516,159.961,188596,4,anger
2EtDBM1HREttw143IwZvJ0,Dreamin (with blackbear),"The Score, blackbear",0.609,0.726,1,-3.947,0,0.108,0.00252,0.0,0.0745,0.616,79.967,198640,4,anger
5nQvUs9YQeg3vshSzydlRw,Free Animal,Foreign Air,0.577,0.583,5,-7.257,0,0.0433,0.0904,0.0,0.0937,0.406,80.002,180213,4,anger
14fRrLJwF9Ca6n5SXMbs5M,Monsters,Ruelle,0.698,0.467,9,-8.376,1,0.0633,0.406,0.00136,0.0748,0.501,84.922,200896,4,anger
6PFyGdWw0qnstR8KJAWrrr,Afterlife,Hailee Steinfeld,0.673,0.61,1,-4.73,0,0.0356,0.00662,0.0,0.0572,0.343,122.063,209200,4,anger
40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I","G-Eazy, Bebe Rexha",0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467,4,anger
16w8ZGVSjI4TlTLV8VimBY,Castle,Halsey,0.626,0.571,7,-7.461,0,0.0327,0.25,0.0,0.0946,0.164,129.959,277623,4,anger
3SKzTIl9mW0DadTys9SFo3,Control,Halsey,0.549,0.675,4,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.898,214762,4,anger
0IK8y0vAO0sM630HsxwLht,Middle Finger,Bohnes,0.685,0.656,1,-6.013,0,0.0383,0.437,0.0,0.347,0.392,128.003,229986,4,anger
1MUExGawtk7kNqKaMO28wD,weapon,Against The Current,0.402,0.924,7,-4.089,0,0.156,0.00021,0.0,0.237,0.443,180.075,197209,4,anger
5LtNBCM2ve0SxP0dlRVvMu,I'm Gonna Show You Crazy,Bebe Rexha,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,207775,4,anger
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4,anger
2zsWRxMcUdGjj8TnWkVKw0,Hypnotic,Zella Day,0.637,0.724,6,-5.151,0,0.0403,0.119,0.0,0.299,0.414,80.982,176787,4,anger
7uQE6YnZNEEkZ31808s8HC,Baby Don't Cut,Bmike,0.56,0.781,0,-4.957,1,0.0802,0.595,0.0,0.409,0.508,75.996,252943,4,anger
0XRXZ2LFt381iVRIs0zmbi,Do Your Worst,Harves,0.229,0.401,1,-10.601,0,0.0382,0.889,0.212,0.0921,0.121,75.061,225208,4,anger
7oUjf3UvLJbRelKiDip47v,These Are The Lies,The Cab,0.462,0.704,5,-6.687,0,0.0318,0.0165,0.0,0.108,0.503,139.86,226427,4,anger
0LJoorgtlZc8DezeHR8ZqP,you broke me first - Slowed,wanderoof,0.619,0.307,1,-11.083,1,0.0469,0.727,0.0,0.1,0.0694,106.609,197016,4,anger
6E37j4b44JGpdk297urpKM,like that,Bea Miller,0.573,0.441,6,-5.799,0,0.0758,0.186,0.0,0.61,0.389,61.657,185547,4,anger
5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,anger
42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,Alessia Cara,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,230227,4,anger
1djzKW3eYLyzjjHXazEWWh,Movement,Hozier,0.381,0.502,1,-5.505,0,0.0368,0.16,6.98e-05,0.0842,0.147,144.3,237800,4,anger
1TnUURhehaoMWKAqQtirm6,Colors,Halsey,0.512,0.812,1,-4.809,1,0.0617,0.0534,0.0,0.092,0.521,100.02,249500,4,anger
5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,anger
1Q2z1qC6C0Db6nDFkwr9wd,"Mad World (feat. K.J. Apa, Camila Mendes & Lili Reinhart)","Riverdale Cast, Camila Mendes, KJ Apa, Lili Reinhart",0.476,0.343,3,-10.417,1,0.0339,0.59,0.0,0.128,0.239,171.764,188180,4,anger
0heE5tAAaDQmnGhVDImPl2,Dynasty,MIIA,0.493,0.594,8,-4.404,0,0.0378,0.256,0.0,0.0759,0.304,123.751,225515,4,anger
1ShHhJlzaLuoZbJ3aP4z0m,Invisible Things,Lauv,0.732,0.553,7,-7.406,1,0.099,0.082,7.84e-06,0.141,0.291,125.311,197307,5,anger
6ZahaGPhyiXTi1pLEtGM6e,Sweet Little Lies,bülow,0.648,0.727,0,-3.791,1,0.142,0.229,0.0,0.17,0.689,160.024,175067,4,anger
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,anger
6KI1ZpZWYAJLvmVhCJz65G,You Don't Own Me (feat. G-Eazy),"SAYGRACE, G-Eazy",0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,201493,3,anger
7yCyhsU75MYdbeqRLhLY51,smiling when i die,Sasha Alex Sloan,0.753,0.41,0,-10.636,0,0.132,0.817,0.00219,0.104,0.23,92.999,206437,4,anger
0boS4e6uXwp3zAvz1mLxZS,Run Boy Run,Woodkid,0.506,0.959,5,-5.264,0,0.102,0.084,0.000655,0.135,0.34,133.996,213267,4,anger
537mRuCCiKQNFlN1vdSl1k,It's Goin' Down,"Dove Cameron, Sofia Carson, Cameron Boyce, Booboo Stewart, China Anne McClain, Mitchell Hope, Thomas Doherty, Dylan Playfair, Disney",0.478,0.851,6,-5.936,0,0.377,0.0848,0.0,0.48,0.575,155.856,252218,4,anger
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,Demi Lovato,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,203760,4,anger
6SUHMSU9EBORT2fskEirQE,One Woman Army,Porcelain Black,0.592,0.842,1,-6.421,0,0.11,0.0661,0.0,0.313,0.708,121.077,216756,4,anger
05KfyCEE6otdlT1pp2VIjP,Believer,Imagine Dragons,0.772,0.775,10,-4.388,0,0.112,0.0417,0.0,0.226,0.748,124.978,203782,4,anger
1sWeSMifj6Z6kZyI6z3bRc,Warriors,Imagine Dragons,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,171040,4,anger
1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,"League of Legends, Against The Current",0.498,0.598,4,-6.638,0,0.0377,0.00786,0.0,0.111,0.0573,140.078,235000,4,anger
6D60klaHqbCl9ySc8VcRss,Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,4,anger
30vl7nX9kTYZRfr7kTi0jU,Running with the Wild Things,Against The Current,0.448,0.93,9,-2.282,1,0.121,2.73e-05,0.0,0.352,0.473,159.986,222973,4,anger
4hsCkeF9RUxJzv78Oe2unc,Blood Like Gasoline,Against The Current,0.391,0.874,4,-2.925,0,0.0732,0.00379,0.0,0.0705,0.174,180.037,198000,4,anger
572wzhG2RrtmCrZmmAfSkn,AFRAID OF THE DARK,EZI,0.742,0.417,0,-8.581,0,0.0491,0.28,1.88e-05,0.111,0.334,95.016,206855,4,anger
10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400,4,anger
2qxaR31Te4xDR2yO6LqM8z,Rock Bottom,"Hailee Steinfeld, DNCE",0.611,0.706,8,-5.036,1,0.0603,0.313,0.0,0.053,0.724,157.968,198240,4,anger
7AVF7kutqdQyamkw6q4d7x,Fuck Apologies. (feat. Wiz Khalifa),"JoJo, Wiz Khalifa",0.522,0.577,0,-6.782,1,0.309,0.0234,0.0,0.15,0.386,191.662,195413,3,anger
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4,anger
0wxBC9DKXHDlx90qhBamZo,Ember,Katherine McNamara,0.595,0.757,1,-6.954,0,0.0712,0.0241,0.000814,0.0708,0.329,108.043,227774,4,anger
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4,anger
4Ce37cRWvM1vIGGynKcs22,Starving,"Hailee Steinfeld, Grey, Zedd",0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,4,anger
2IO7yf562c1zLzpanal1DT,Gasoline,Halsey,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4,anger
0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,224031,4,anger
2Na7oN4fwLKcCEIRln1ngH,Phoenix,Olivia Holt,0.696,0.64,6,-6.876,0,0.0397,0.00229,0.000462,0.162,0.287,90.047,200235,4,anger
1H33wNKihn8zcTexnwUoJ6,Hide and Seek,Kodaline,0.51,0.84,0,-3.343,1,0.0477,0.107,0.0,0.0854,0.314,114.979,225920,4,anger
1pGQIUrEXuLKhDHPFlqDnC,Soldier,Samantha Jade,0.541,0.949,10,-3.071,0,0.154,0.113,0.0,0.12,0.431,140.096,202400,4,anger
0rFQ5cKYJ9WtHSKp9sxVYt,Heartless (feat. Morgan Wallen),"Diplo, Morgan Wallen",0.764,0.555,11,-6.414,1,0.0604,0.275,0.0,0.0824,0.255,111.004,169227,4,anger
3QTDzwSkRW04FVPo6COm0H,You're Such A,Hailee Steinfeld,0.62,0.696,11,-6.323,1,0.0997,0.00798,1e-06,0.113,0.705,176.028,216333,4,anger
0Y1MWB026LYxGvhq4EcMiC,Boom Clap,Charli XCX,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,anger
4c9Nm8cMz2TmiC1hruKL6c,The Greatest Show,Panic! At The Disco,0.546,0.839,6,-5.365,0,0.0784,0.00546,0.0,0.382,0.491,77.009,174307,4,anger
36phXHOKx8rO7CMp2vNX4x,Love Myself,Hailee Steinfeld,0.617,0.759,0,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,122.924,218773,4,anger
3DXXKDbbZKyAZfNb96ST3q,Confident,Demi Lovato,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,4,anger
0FB5ILDICqwK6xj7W1RP9u,Hall of Fame,The Script,0.511,0.872,10,-4.414,1,0.0491,0.0807,0.0,0.0975,0.511,84.953,201093,4,anger
7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,215414,4,anger
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4,anger
02VHspkXhhH1QCInRWWIfr,Catching Feelings (feat. Six60),"Drax Project, SIX60",0.397,0.524,3,-5.846,1,0.103,0.607,0.0,0.157,0.343,175.562,218854,4,anger
14hJ5tc1VCFMWhVn9axRTC,Life Of The Party,Shawn Mendes,0.666,0.615,10,-4.995,1,0.0314,0.0663,0.0,0.111,0.161,113.978,214533,4,anger
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,223853,4,anger
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,anger
6WC5fhc9XMaCrUNKNjm9xE,Thumbs,Sabrina Carpenter,0.73,0.718,8,-3.496,1,0.0478,0.0284,0.0,0.0892,0.127,135.045,216467,4,anger
0i0wnv9UoFdZ5MfuFGQzMy,Last Hurrah,Bebe Rexha,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259,150333,4,anger
1ue7zm5TVVvmoQV8lK6K2H,Pretty Girl,Maggie Lindemann,0.456,0.764,10,-3.584,1,0.148,0.298,0.0,0.229,0.383,124.971,219429,5,anger
7rBJG1BewE3VE7NRbrOhFj,yes girl,Bea Miller,0.549,0.729,5,-4.997,0,0.0318,0.0618,0.0,0.193,0.241,98.933,231391,4,anger
4T9XiqA5CMg4EUJCA2D0kM,Forbidden Love,"Maxchalant, Maiah Manser",0.32,0.525,2,-8.323,1,0.0408,0.321,0.0,0.165,0.147,119.215,212193,4,anger
3JE04xcSOB8zuUzzazuaDj,broken,Jonah Kagen,0.495,0.351,1,-11.966,1,0.0626,0.53,0.0,0.104,0.237,83.365,195402,4,anger
0uPkfI5Rz7OgwwUg9TnYF9,Every Colour,Luca Fogale,0.537,0.495,8,-9.237,1,0.0329,0.118,0.0187,0.101,0.189,98.024,236957,4,anger
1byScELwcJffsdL5QWa6Yk,Why,Sabrina Carpenter,0.633,0.557,11,-4.917,0,0.203,0.169,0.0,0.0671,0.623,89.672,171096,4,anger
6ZtiywT2Qm50a1uR0jlY35,"Sit Still, Look Pretty",Daya,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,207761,4,anger
