Song_ID,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Mood
20b1ZBMGOZjuGvNFncIIP7,Time to Groove (feat. Nonô),"Majestic, Nonô",0.624,0.94,11,-3.671,0,0.163,0.000983,0.00409,0.313,0.882,128.014,146849,4,joy
7kEh6jNlJOAhC0lv6XV3iw,If The World Just Danced - MOTi Remix,"Diana Ross, MOTi",0.776,0.614,2,-7.666,1,0.0488,0.18,0.0,0.109,0.43,120.003,209013,4,joy
3D3fw7H4zK3S6prSBncAkt,Fever,"Lewis Thompson, Punctual, Hight",0.699,0.785,8,-5.082,1,0.264,0.0184,0.0289,0.104,0.642,126.106,146693,4,joy
1TRmgkGE0EdfjjAovbMpTk,Stop Loving You,Don Diablo,0.645,0.889,5,-4.333,1,0.0394,0.06,0.000241,0.305,0.175,123.057,169504,4,joy
4uoSxzvEVMcDsIK0aHZFAv,How You Samba,"Kris Kross Amsterdam, Sofía Reyes, Tinie Tempah",0.566,0.704,11,-8.003,0,0.0752,0.0461,3.25e-05,0.731,0.429,124.933,151680,4,joy
69wzXH2xyoQCaMydQ45rUt,With My Friends,"Tungevaag, Sick Individuals, Philip Strand",0.631,0.942,4,-2.98,1,0.0373,0.0155,2.31e-06,0.0931,0.451,124.944,146707,4,joy
7kG1Lv9NFFtvvUeyYHLG7R,All Day (feat. Nonô),"Welshy, Nonô",0.713,0.81,0,-5.108,1,0.0457,0.115,0.0,0.0527,0.747,124.036,182653,4,joy
5PY9fTLp4MPXsbeRouS8gd,More Love,"Noizu, Secondcity",0.572,0.951,6,-4.566,0,0.0504,0.00373,0.0529,0.318,0.276,123.984,191613,4,joy
1EdmLWe4HDbrw5CM0bOnxS,Pretty People (feat. INJI),"Dillon Francis, INJI",0.774,0.851,0,-6.621,1,0.0438,0.0346,0.03,0.103,0.463,130.023,149772,4,joy
0KF938333oCvIXDxe72K44,You're Free,"Icona Pop, Ultra Naté",0.639,0.878,3,-4.041,1,0.091,0.00937,7.31e-06,0.115,0.842,124.994,167298,4,joy
0KG7XrgM20KEmJrKsyFDAm,Let You Go,"Diplo, TSHA, Kareen Lomax",0.584,0.955,7,-4.197,0,0.0507,0.101,0.00243,0.092,0.486,128.04,234375,4,joy
7quk6gEs1XOu8LOO6iaDZJ,Good Time,Jodie Harsh,0.72,0.908,0,-3.467,0,0.0745,0.00133,0.00716,0.378,0.916,127.896,161069,4,joy
1SldN7GTd0ADTjspv96wCl,Loved By U,"TOKiMONSTA, morgxn",0.58,0.895,3,-5.224,0,0.0396,0.099,0.0117,0.0911,0.356,116.953,207813,4,joy
1BXAyGazbybUVNQ0VmGsdl,Free Yourself,Jessie Ware,0.688,0.91,0,-4.496,0,0.0456,0.00286,1.07e-05,0.129,0.77,119.024,234493,4,joy
3LR2EPyj36gxYgCYbC0au0,In My Zone,Tungevaag,0.601,0.711,3,-4.353,0,0.0611,0.0808,0.0,0.113,0.512,127.948,161035,4,joy
1h4zfNDe8UapUvTuaDsTuM,Good Feeling,"Duvall, Sam Gray",0.693,0.845,9,-3.27,1,0.0348,0.0127,1.84e-06,0.169,0.498,125.009,169440,4,joy
2KN5wY5R4gXbka8wB2kXh8,Be My One,"Sonny Fodera, KOLIDESCOPES, Hayley May",0.666,0.906,0,-4.938,1,0.0446,0.0196,0.000346,0.0947,0.659,120.94,142335,4,joy
4peF3yGZAZfeOFDahi6Ig5,Take Me To The Sunshine (feat. BullySongs),"Matoma, SUPER-Hi, BullySongs",0.686,0.814,6,-6.122,0,0.036,0.00896,0.000196,0.187,0.48,123.002,177561,4,joy
5p0aallQlnYrQmHI10BASz,Legit,"Erlandsson, The High",0.713,0.849,11,-7.776,1,0.0674,0.275,7.72e-05,0.15,0.373,123.988,180000,4,joy
1cVOEbvsf7N9Su4kZXFcYB,Stargazing,"Monocule, Leo Stannard, Nicky Romero",0.614,0.837,2,-6.504,1,0.0397,0.0266,0.0631,0.136,0.0524,122.958,239737,4,joy
19awxNpyrGWGkM6wT6ULEi,Journey (Take Me Where You Wanna),Don Diablo,0.67,0.73,7,-4.677,1,0.145,0.0742,0.00104,0.145,0.367,123.978,216774,4,joy
5ugYo7xM632grP29JqjxZa,Lose Control,"220 KID, S1mba",0.474,0.777,9,-6.516,1,0.0639,0.138,0.00367,0.313,0.8,121.941,152069,4,joy
17E3lZxFJnO49Gb0tdgVn0,Joy,salute,0.663,0.971,4,-3.014,1,0.0771,0.0204,0.00379,0.0669,0.683,132.049,281381,4,joy
5w7sO0tWXMmctwKnJZu24v,Deja Vu,"Oliver Heldens, Anabel Englund",0.87,0.532,7,-7.101,0,0.0951,0.127,8.65e-05,0.112,0.358,121.986,198704,4,joy
7kQusuDe5nkQqqa6xMKFGF,I Knew It Was You,"Tungevaag, Lovespeake",0.487,0.878,2,-4.733,1,0.11,0.0117,4.17e-05,0.105,0.327,126.137,175929,4,joy
4z2ZZU3skkejktx83PbKiR,You Make Me Feel,"Solardo, Comanavago",0.601,0.947,10,-6.398,1,0.0468,0.00322,0.000584,0.236,0.669,132.987,203910,4,joy
2BoPkeahovHxCSfmmlEl26,Let Me Love U,Baauer,0.725,0.824,4,-6.398,0,0.0445,0.00527,0.655,0.924,0.598,124.049,189507,4,joy
5wM6LOw2U6XeIFHfsgI6wU,Love You Back,Madeon,0.511,0.718,11,-7.46,1,0.0367,0.00454,9.61e-05,0.0913,0.274,106.016,214104,4,joy
3YY9Yu1JsgVfF1lOXEenq9,A Second to Midnight,"Kylie Minogue, Years & Years",0.803,0.764,5,-5.233,1,0.0387,0.0339,0.000703,0.206,0.614,122.014,207987,4,joy
0pMD1V0QbqSD7RhJmxDDJ9,Dance on My Own (feat. Richard Judge),"Frank Walker, Richard Judge",0.558,0.883,5,-4.463,1,0.0368,0.0256,0.0,0.234,0.307,123.918,214839,4,joy
2gTF3yPxvDpW2EAYbOVeIt,JOY (God Only Knows),Joy Anonymous,0.48,0.952,11,-3.643,0,0.246,0.0966,0.0286,0.215,0.634,131.956,266907,4,joy
0DfQV2Ri0l83o7Nbzm45vQ,DNA,"Craig David, Galantis",0.672,0.881,9,-3.142,0,0.0447,0.0588,0.0,0.406,0.68,122.012,177213,4,joy
5xbCwWdi2a6qa7zOFc7Ej6,Sun Showers,Disclosure,0.578,0.966,0,-8.044,1,0.0712,0.00321,0.874,0.6,0.493,143.052,274678,4,joy
0ccnGefiTLZYOdHTB7ut1D,Long Summer Nights,"Oliver Nelson, Lilla Vargen",0.668,0.725,5,-6.345,1,0.0685,0.00674,0.00227,0.0942,0.352,100.016,174019,4,joy
39GX8fhLrxiPcNAMgZhWUa,These Are The Days (feat. Liv Dawson),"Anton Powers, ManyFew, Liv Dawson",0.373,0.824,9,-5.554,1,0.0421,0.0131,0.0,0.0702,0.43,123.948,166955,4,joy
0pIlTYYCiY7FcTunLkEjUb,Loving You (feat. Katy Alex),"Piero Pirupa, Katy Alex",0.708,0.836,2,-5.887,0,0.0649,0.00803,0.0303,0.0943,0.844,129.969,180943,4,joy
6wnzt59p7i8cAyuWl1avwr,If We’ll Ever Be Remembered,"Martin Garrix, Shaun Farrugia",0.502,0.554,10,-5.788,1,0.0317,0.0353,0.0,0.62,0.512,125.786,210506,4,joy
5ozhK7GvUKSNSr1LrclYM2,Forever And A Day - Diplo Remix,"LP Giobbi, Caroline Byrne, Diplo",0.755,0.896,9,-7.18,0,0.119,0.0024,0.701,0.101,0.267,124.999,218054,4,joy
1AhiOzObMBqfonJDKtirj9,Turn Back Time,Marc Benjamin,0.646,0.769,6,-4.911,1,0.0409,0.0105,1.27e-05,0.633,0.275,126.123,181905,4,joy
3uO4nLDiJMH2DkixEFcHIN,Get Up,"Eats Everything, ShezAr",0.51,0.833,0,-3.857,1,0.0602,0.00224,0.768,0.0483,0.701,126.978,186863,4,joy
6VpRQDOM7nQ6viuVUSXWGn,We Will Meet Again,"San Holo, Jai Wolf",0.401,0.786,1,-6.455,0,0.055,0.367,0.0065,0.134,0.264,134.87,201199,4,joy
4RAgh3iVmXwaeNpnOTkoXU,Dancing Shoes (Take Me Higher),LF SYSTEM,0.68,0.951,7,-2.863,0,0.0556,0.0215,0.234,0.456,0.472,130.019,154832,4,joy
5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,"Disclosure, Zedd",0.658,0.908,4,-8.071,0,0.186,0.0335,0.0198,0.221,0.45,123.92,253787,4,joy
3NQ2JBHK5OAzblu8z5KUVj,Wounded,"Ferry Corsten, Morgan Page, Cara Melín",0.702,0.731,10,-5.193,0,0.0556,0.0148,0.00022,0.249,0.541,125.034,191719,4,joy
4MyPLcBTpqfXZJKcUhMXOg,Set You Free,"Lucas & Steve, Laura White",0.554,0.93,5,-4.646,0,0.0768,0.0024,0.535,0.4,0.431,126.015,169524,4,joy
7eJholoRepkkrXmXmPTo4g,Feels,"Wh0, Just Aaron, Jinadu",0.722,0.954,8,-4.169,1,0.0764,0.0054,0.942,0.651,0.845,124.983,237600,4,joy
2tMIzKu3vXQzvbDShxjbmu,Suenos Bravos,"Bodysync, Ryan Hemsworth, Giraffage, Daniela Andrade",0.764,0.654,2,-8.372,1,0.0385,0.205,0.386,0.148,0.579,120.036,210440,4,joy
0KU8W0lHfsNlH7lfV1dz29,Gratitude,"Above & Beyond, anamē, Marty Longstaff",0.521,0.927,10,-4.63,1,0.036,0.00307,0.0138,0.125,0.0429,128.05,233620,4,joy
6aEtOtuVYBDfR07qJm8wB3,ME WITHOUT U,"Kaleena Zanders, Party Pupils",0.713,0.906,1,-2.299,1,0.14,0.0176,6.31e-05,0.168,0.733,124.033,156313,4,joy
7cujJQPxdHeDz5mKLmv0bu,Something About Your Love,SG Lewis,0.587,0.826,8,-5.728,1,0.148,0.0134,0.000131,0.236,0.274,122.02,323110,4,joy
3IfCmk4YbYwaOqtsd4iZqm,Life Is Good,Justin Caruso,0.768,0.861,1,-3.44,0,0.0666,0.0276,0.354,0.0649,0.725,125.997,200120,4,joy
5OlgbvkngYf6dibaafcqcO,Let You Do This (with Buy Now),"Salvatore Ganacci, Sebastian Ingrosso, Steve Angello, Buy Now",0.747,0.712,7,-5.73,0,0.0651,0.0576,0.172,0.0833,0.327,124.008,202282,4,joy
7vnKb4rhd90PDvGcCyyRGk,The Funk,"TIEKS, MNEK",0.626,0.955,11,-7.085,0,0.123,0.00112,2.88e-06,0.382,0.652,121.964,172863,4,joy
2MAjcMaiYJdwFT3oAYLo03,Lightning To Strike,"J. Worra, Nathan Nicholson",0.648,0.843,2,-6.695,0,0.033,0.0567,0.0723,0.152,0.745,124.996,178721,4,joy
5Yg3kRGlB8UB6Sa8Fq4njc,What It Feels Like,"Navos, Galantis, YOU",0.631,0.841,5,-4.284,1,0.0434,0.0306,0.00049,0.157,0.366,124.998,146513,4,joy
60BJPxGFaIFgZ47838KPVY,Infinity,"Borgeous, Kastra, Luxtides",0.584,0.833,2,-4.774,1,0.0546,0.374,1e-05,0.122,0.403,124.967,190080,4,joy
7hLqii5dbwnwn3IiHt7k4D,Your Love Keeps Lifting Me Higher,"Revival, Kathy Brown, GeO Gospel Choir",0.683,0.894,7,-3.761,1,0.141,0.145,0.0,0.383,0.851,119.97,177000,4,joy
7t7ozrjWAqQPyvBZPoVbdQ,Say It To Me,Otto Knows,0.687,0.939,1,-5.836,0,0.114,0.0399,0.0275,0.0793,0.301,130.037,242077,4,joy
22t8PQeP5klRoguomM4wZp,Anti-Hero - Jayda G Remix,"Taylor Swift, Jayda G",0.792,0.779,1,-6.61,0,0.0604,0.065,4.54e-05,0.0939,0.76,120.004,215697,4,joy
4VVzgTike7FW8OiUIDN7hk,Easy,"Nicky Romero, NIIKO X SWAE",0.689,0.822,0,-6.678,0,0.043,0.00677,0.000134,0.121,0.673,123.984,149516,4,joy
1c5sVhqoQvLHTXTYJTb98i,Midnight Rapture,Anabel Englund,0.689,0.897,11,-6.703,0,0.0436,0.00074,0.0017,0.224,0.33,117.984,197648,4,joy
0TAIIxetpsMUEPOHZkQO9J,Moon Groove,Noizu,0.784,0.879,2,-4.846,1,0.0567,0.00562,0.4,0.628,0.501,127.983,169219,4,joy
5WwnSIlom58yAxG4j2EVRK,When I'm Alone,"GoldFish, Łaszewo",0.615,0.572,7,-6.115,1,0.0362,0.0187,1.25e-05,0.707,0.354,126.138,200200,4,joy
7KDQodSd62lRySw3kjHYXJ,‎Sing Hallelujah,"Rebecca & Fiona, Dr. Alban",0.573,0.867,5,-5.598,0,0.0362,0.000611,0.184,0.0512,0.409,127.991,277106,4,joy
0H6Bd7IcSfYmo87CJGA2D2,Beautiful Life,John De Sohn,0.602,0.69,3,-5.801,1,0.0408,0.159,0.0,0.238,0.26,105.089,168571,4,joy
2iMkjgaR9bg6lZrjIcrZj5,Not Alone,"Don Diablo, Azteck",0.602,0.831,0,-5.462,1,0.136,0.0288,0.0,0.477,0.401,138.09,160870,4,joy
6dKDKwtdZtGlR8e1tZGEYS,Relight My Love,"Matisse & Sadko, Mougleta",0.498,0.745,11,-5.801,0,0.0316,0.0574,0.0,0.255,0.258,125.973,177143,4,joy
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,joy
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),Dua Lipa,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4,joy
741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,109750,4,joy
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,joy
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,joy
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,joy
3UZDl7g2r84o1b5marUjfK,My Stupid Heart,Walk off the Earth,0.745,0.681,7,-7.91,1,0.0361,0.0696,0.0,0.164,0.613,115.0,160300,4,joy
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,joy
3xIMkM5LgbVDkpO74O3Np3,Rush,Troye Sivan,0.742,0.839,5,-7.614,0,0.0618,0.00306,4.2e-05,0.106,0.346,126.03,156391,4,joy
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,4,joy
5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,184013,4,joy
5VxmI3IdgAxWVvUnJoLuY2,Speed Drive (From Barbie The Album),Charli XCX,0.652,0.879,0,-6.405,1,0.0784,0.00284,0.0896,0.0918,0.789,173.925,117810,4,joy
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4,joy
6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,0.898,0.732,7,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,142759,4,joy
0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,4,joy
6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560,4,joy
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4,joy
6MZi5j60L80SZLBxN0bv8s,WATATI (feat. Aldo Ranks) [From Barbie The Album],"KAROL G, Aldo Ranks",0.893,0.851,3,-5.342,0,0.0979,0.145,6.49e-05,0.319,0.959,110.002,166882,4,joy
5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4,joy
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4,joy
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4,joy
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4,joy
3k0DJq2HdWJqnqor8NX0ac,Padam Padam,Kylie Minogue,0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101,166267,4,joy
6pb5DtlAeG95dNQLHiArRU,Rock My Body,"R3HAB, INNA, Sash!",0.662,0.821,2,-4.103,0,0.13,0.202,0.0,0.522,0.47,124.077,137419,4,joy
4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",0.701,0.88,10,-4.56,0,0.0358,0.182,7.33e-06,0.0649,0.623,124.039,181958,4,joy
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,BTS,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,joy
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4,joy
60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4,joy
10xV5l9nhLvFpR8mqzs0bL,Numb,"Marshmello, Khalid",0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,4,joy
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4,joy
7a53HqqArd4b9NF4XAmlbI,Kings & Queens,Ava Max,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4,joy
2ixsaeFioXJmMgkkbd4uj1,Budapest,George Ezra,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,joy
5r43qanLhUCdBj8HN3fa6B,Sunshine,OneRepublic,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855,4,joy
5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,Harry Styles,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4,joy
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,joy
3FeVmId7tL5YN8B7R3imoM,My Universe,"Coldplay, BTS",0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4,joy
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4,joy
14LdhxElpZS0rKVV4nxtdA,Queen of Kings,Alessandra,0.563,0.908,4,-4.25,0,0.0868,0.0696,0.0,0.328,0.171,125.972,147980,4,joy
4N5s8lPTsjI9EGP7K4SXzB,Green Green Grass,George Ezra,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,167614,4,joy
1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),Lil Nas X,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4,joy
00E0Z2jrF7reoHps4zcbWQ,Car Keys (Ayla),"Alok, Ava Max",0.675,0.986,9,-4.606,0,0.0974,0.0868,4.96e-06,0.128,0.57,126.004,146501,4,joy
6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4,joy
1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,"David Guetta, Becky Hill, Ella Henderson",0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,joy
5FQ77Cl1ndljtwwImdtjMy,Heaven,Niall Horan,0.57,0.756,5,-3.394,1,0.0257,0.0497,0.0,0.33,0.72,91.972,186043,4,joy
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4,joy
2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4,joy
0TK2YIli7K1leLovkQiNik,Señorita,"Shawn Mendes, Camila Cabello",0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4,joy
0QBzMgT7NIeoCYy3sJCof1,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4,joy
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),"Joel Corry, MNEK",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4,joy
2z9iuAxKv4TTeCrPAxxKg9,Love Lost,"Mac Miller, The Temper Trap",0.735,0.812,2,-4.417,1,0.151,0.528,0.0,0.186,0.584,109.829,162876,4,joy
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"Elton John, Britney Spears",0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,202246,4,joy
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,"Majestic, Boney M.",0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210,4,joy
3eJH2nAjvNXdmPfBkALiPZ,Acapulco,Jason Derulo,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,139672,4,joy
6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli XCX, Saweetie",0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4,joy
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),"Doja Cat, SZA",0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,joy
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,joy
5iE3eUH2WGCXcE2xr6DEmU,Waffle House,Jonas Brothers,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,145441,4,joy
6jjYDGxVJsWS0a5wlVF5vS,Butter,BTS,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,164952,4,joy
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,joy
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4,joy
2rmwqU7yzTvzkiaRV53DpT,2 Be Loved (Am I Ready),Lizzo,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,187108,4,joy
4laAKIq9ZxBCwf99rauPYb,Remember,"Becky Hill, David Guetta",0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,160766,4,joy
0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),"Shawn Mendes, Tainy",0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4,joy
3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605,4,joy
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4,joy
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,joy
1RaF9xwakfao1RRknWyYB5,4runner,Brenn!,0.792,0.518,1,-10.519,1,0.0847,0.326,0.000182,0.406,0.512,128.025,265454,4,joy
4GSDkZt7GcmzBWmsMcpaVO,Dancing In The Moonlight (feat. NEIMY),"Jubël, NEIMY",0.659,0.615,11,-5.865,0,0.0644,0.27,0.0,0.187,0.193,119.843,164010,4,joy
6oJ6le65B3SEqPwMRNXWjY,Higher Love,"Kygo, Whitney Houston",0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,joy
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4,joy
2N8m6CYs74qQO4mjVcXO30,Dance Monkey,Tones And I,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4,joy
58UKC45GPNTflCN6nwCUeF,Fancy Like,Walker Hayes,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,161853,4,joy
7kOletJ0Q5H4MWe7cfeZXP,Alone (with Nicki Minaj),"Kim Petras, Nicki Minaj",0.681,0.513,3,-6.643,0,0.0388,0.069,0.0,0.125,0.167,136.985,185113,4,joy
1tNJrcVe6gwLEiZCtprs1u,3 Nights,Dominic Fike,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4,joy
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,174760,4,joy
1sx0XsWUusUoPstbvokZjP,AOK,Tai Verdes,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4,joy
1JUtrCqYzJ80tcAzMbCvir,Lottery (feat. LU KALA),"Latto, LU KALA",0.792,0.874,1,-2.966,1,0.0852,0.0158,0.000365,0.071,0.934,113.969,186762,4,joy
